Prscrbr_NPI,Physician_Name,Specialty,City,State,Brand_Name,Sales_Rep,Sales_Rep_Name,Territory,HCP_Tier,Target_Calls,Actual_Calls,Samples_Dropped,Tot_Clms,Tot_30day_Fills,Tot_Drug_Cst,Rx_Lift_Pct,Delta_Log_Fills,Post_Campaign_Fills,dataset_mode,CMS_Volume_Decile,Compliance_Pct,Monthly_Call_Frequency,Sample_Velocity,Log_Baseline_Fills,Diminishing_Call_Log,Tier_Compliance_Interaction,Sample_Call_Ratio,Baseline_Volume_Saturation,Compliance_Pct_raw,Monthly_Call_Frequency_raw,Sample_Velocity_raw,Log_Baseline_Fills_raw,Diminishing_Call_Log_raw,Tier_Compliance_Interaction_raw,Sample_Call_Ratio_raw,Tot_30day_Fills_raw,Tot_Drug_Cst_raw,Tot_Clms_raw
1003000126,Dr. Ardalan Enkeshafi,Internal Medicine,Bethesda,MD,Abrysvo,REP-101,Alex Morgan,TERR-01,1,8,7,11,-0.3796138822074902,-0.4822386303057687,0.07610628642007587,3.5,0.03278982282299081,20.7,hybrid,3.0,0.07568780097268253,1.0532205822665366,-0.8397977446564066,-0.9012533235550111,1.1035407006723277,-0.6292076989529553,-0.8397977446564066,0.16132720205279338,87.5,2.3333333333333335,1.5714285714285714,3.044522437723423,2.0794415416798357,262.5,1.5714285714285714,20.0,5994.01,20.0
1003000126,Dr. Ardalan Enkeshafi,Internal Medicine,Bethesda,MD,Boostrix Tdap,REP-102,Brandon Hayes,TERR-01,2,4,4,6,-0.4328743356915295,-0.5196083433905248,-0.24659242896455094,3.33,0.030305349495328926,12.4,hybrid,1.0,0.45412680583609516,-0.05155625227878146,-0.9384849243358918,-1.3246629647678816,0.20417837277228015,-1.1466646077866367,-0.9384849243358918,0.09679632123167603,100.0,1.3333333333333333,1.5,2.5649493574615367,1.6094379124341003,100.0,1.5,12.0,648.26,12.0
1003000142,Dr. Rashid Khalil,Anesthesiology,Toledo,OH,Acetaminophen-Codeine,REP-103,Claire Vance,TERR-02,1,8,5,10,-0.3529836554654705,-0.4635537737633907,-0.2638436732020515,2.5,0.02371652661731627,24.6,hybrid,3.0,-0.6811902087541428,0.316702692569658,-0.24767466657949486,-0.747318692664333,0.5530546995523878,-0.8680339645685006,-0.24767466657949486,0.13376476598906967,62.5,1.6666666666666667,2.0,3.2188758248682006,1.791759469228055,187.5,2.0,24.0,362.48,24.0
1003000142,Dr. Rashid Khalil,Anesthesiology,Toledo,OH,Amitriptyline Hcl,REP-104,Derek Sterling,TERR-02,2,4,2,2,-0.1998598516988575,-0.35611584864471696,-0.2693556443383318,-1.06,-0.01047129986729578,46.5,hybrid,5.0,-1.0596292136175554,-0.78807414197566,-1.6292951820922887,-0.17138817374455534,-0.7732977434833552,-0.6690120765555462,-1.6292951820922887,0.2619560000619281,50.0,0.6666666666666666,1.0,3.871201010907891,1.0986122886681098,250.0,1.0,47.0,271.17,47.0
1003000142,Dr. Rashid Khalil,Anesthesiology,Toledo,OH,Baclofen,REP-105,Elena Rostova,TERR-03,1,8,9,24,-0.1998598516988575,-0.35611584864471696,-0.26560211936566824,5.96,0.05669534367654494,49.8,hybrid,5.0,0.8325658106995079,1.789738471963415,0.6734056770957008,-0.17138817374455534,1.5305308158080242,0.32609736350922575,0.6734056770957008,0.2619560000619281,112.5,3.0,2.6666666666666665,3.871201010907891,2.302585092994046,562.5,2.6666666666666665,47.0,333.35,47.0
1003000142,Dr. Rashid Khalil,Anesthesiology,Toledo,OH,Belbuca,REP-106,Fiona Gallagher,TERR-03,1,8,10,22,-0.4328743356915295,-0.5196083433905248,-0.020790556300579122,0.83,0.007662872745568983,12.1,hybrid,1.0,1.2110048155629205,2.1579974168118543,0.02864943652306415,-1.3246629647678816,1.7129089504597734,-1.0670558525814549,0.02864943652306415,0.06688238299453483,125.0,3.3333333333333335,2.2,2.5649493574615367,2.3978952727983707,125.0,2.2,12.0,4388.84,12.0
1003000142,Dr. Rashid Khalil,Anesthesiology,Toledo,OH,Celecoxib,REP-107,Garrett Vance,TERR-04,2,4,3,4,-0.39292899557850003,-0.4728962020345797,-0.27774403015694427,10.0,0.09134977858822779,24.2,hybrid,3.0,-0.3027512038907301,-0.41981519712722065,-1.1687550102546909,-0.8209353708676972,-0.22281174236341542,-0.7486208317607279,-1.1687550102546909,0.1226177021566472,75.0,1.0,1.3333333333333333,3.1354942159291497,1.3862943611198906,225.0,1.3333333333333333,22.0,132.21,18.0
1003000142,Dr. Rashid Khalil,Anesthesiology,Toledo,OH,Cyclobenzaprine Hcl,REP-108,Hannah Abbott,TERR-04,1,8,11,23,-0.21317496506986733,-0.35611584864471696,-0.26159747403458916,7.87,0.0742567706064925,50.7,hybrid,5.0,1.5894438204263333,2.5262563616602933,-0.12207280153287735,-0.17138817374455534,1.8794071425881314,0.7241411395351345,-0.12207280153287735,0.2619560000619281,137.5,3.6666666666666665,2.090909090909091,3.871201010907891,2.4849066497880004,687.5,2.090909090909091,47.0,399.69,45.0
1003000142,Dr. Rashid Khalil,Anesthesiology,Toledo,OH,Dantrolene Sodium,REP-109,Ian Malcolm,TERR-05,3,2,1,2,-0.35964121215097544,-0.4682249878989852,-0.25028921039468793,-3.48,-0.03390155167568132,22.2,hybrid,3.0,-1.0596292136175554,-1.1563330868240993,-0.24767466657949486,-0.7833599693014123,-1.5491641853991587,-0.9874470973762732,-0.24767466657949486,0.12819123407285846,50.0,0.3333333333333333,2.0,3.1780538303479458,0.6931471805599453,150.0,2.0,23.0,587.02,23.0
1003000142,Dr. Rashid Khalil,Anesthesiology,Toledo,OH,Diclofenac Sodium,REP-110,Julia Roberts,TERR-05,2,4,4,7,-0.1998598516988575,-0.3341611422074227,-0.21109330656708802,7.74,0.07315875518639015,55.7,hybrid,6.0,0.45412680583609516,-0.05155625227878146,-0.5930797954576933,-0.08891361852706961,0.20417837277228015,0.4455104963169984,-0.5930797954576933,0.28815160006812096,100.0,1.3333333333333333,1.75,3.9646154555473165,1.6094379124341003,600.0,1.75,51.7,1236.33,47.0
